Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class
Tb927.10.8640,6389.5,4975.5,5497.5,5198.5,5824.0,Galactose oxidase  central domain containing protein  putative,<2C (LG1)
Tb927.10.8650,7215.5,7171.0,7188.5,7252.0,5404.0,ran binding protein  putative,G2M
Tb927.10.8660,6612.5,2416.5,2289.5,1993.5,3199.5,Fis1 C-terminal tetratricopeptide repeat  putative,<2C (LG1)
Tb927.10.8670,1460.0,4172.0,3344.0,3513.0,4703.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.8680,6680.5,2601.0,1999.5,2120.5,1565.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.8690,3107.5,3561.5,3885.0,3605.5,5075.5,TIGR00269 family protein  putative,>4C (GG2M)
Tb927.10.8700,612.5,2106.0,2638.5,1140.0,1239.0,selenoprotein  putative,S
Tb927.10.8710,612.5,3245.0,2425.0,3978.5,4550.5,centrin-3,>4C (GG2M)
Tb927.10.8720,8516.5,9217.0,9948.5,9337.0,11025.0,CCR4-NOT transcription complex subunit 10  putative,>4C (GG2M)
Tb927.10.8730,4027.5,6708.5,4293.5,5273.5,4813.5,ABC1 family  putative,G1
Tb927.10.8740,612.5,3109.0,2750.5,3393.5,3896.5,hypothetical protein,>4C (GG2M)
Tb927.10.8750,612.5,2416.5,2262.5,1763.5,3323.0,GTPase activating protein  putative,>4C (GG2M)
Tb927.10.8760,612.5,3179.0,3410.0,3228.0,3794.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.8770,5369.0,7195.5,6423.5,5922.5,5282.0,disgorgin  putative,G1
Tb927.10.8780,9577.0,9097.0,9854.0,10788.5,11651.0,AAA domain containing protein  putative,>4C (GG2M)
Tb927.10.8790,4760.5,4950.0,4200.5,3677.0,3248.5,OTU-like cysteine protease  putative,G1
Tb927.10.8800,6990.0,6324.0,6849.0,6322.0,4365.0,SUMO-interacting motif-containing protein,<2C (LG1)
Tb927.10.8810,10276.5,10225.5,10323.0,10561.5,10494.0,hypothetical protein  conserved,G2M
Tb927.10.8820,8692.5,8154.5,9438.5,10300.5,11340.5,hook complex protein  conserved,>4C (GG2M)
Tb927.10.8830,3314.5,3060.0,1623.0,2566.5,8770.0,Flagellum attachment zone protein 5,>4C (GG2M)
Tb927.10.8840,5774.0,5454.0,4823.0,6045.0,6350.5,SUMO-interacting motif-containing protein,>4C (GG2M)
Tb927.10.8850,8500.5,8966.5,9653.5,10125.0,8310.5,A distinct subfamily of CDD/CDA-like deaminases  putative,G2M
Tb927.10.8860,5792.5,8857.0,9126.0,8990.5,8697.5,hypothetical protein  conserved,S
Tb927.10.8870,3155.0,4383.0,4214.0,4686.5,6793.5,Myosin-like coiled-coil protein  putative,>4C (GG2M)
Tb927.10.8880,5908.0,6239.5,6302.0,7034.0,6377.5,RNA interference factor 4,G2M
Tb927.10.8890,9919.0,7697.5,7731.0,8488.5,8570.5,kinetoplast DNA-associated protein  putative,<2C (LG1)
Tb927.10.8900,10169.5,7760.5,6947.5,7258.0,8245.0,choline/ethanolamine phosphotransferase (CEPT),<2C (LG1)
Tb927.10.8910,8371.0,10790.0,10719.0,10513.5,10551.5,Nucleoporin NUP181,G1
Tb927.10.8920,4661.0,6740.0,6315.0,6090.0,6857.0,ras-like small GTPase  putative,>4C (GG2M)
Tb927.10.8930,9262.5,6967.5,7076.5,7967.5,8770.0,paraflagellar rod component  putative,<2C (LG1)
Tb927.10.8940,2221.0,498.0,795.0,826.5,3055.0,flagellum targeting protein kharon1  putative,>4C (GG2M)
Tb927.10.8950,4563.0,912.5,795.0,907.5,1338.5,kinetoplast-associated protein 4 isoform 1,<2C (LG1)
Tb927.10.8960,8242.0,5600.0,5494.0,5824.5,3794.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.8970,4533.5,1904.5,1742.5,2470.5,672.0,kinetoplast-associated protein 4 isoform 2,<2C (LG1)
Tb927.10.8980,9183.5,9228.0,8687.5,8752.5,8570.5,hypothetical protein  conserved,G1
Tb927.10.8990,8590.5,3932.0,4200.5,4962.5,3950.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9000,6925.5,9900.0,9483.5,9313.0,9859.0,Mitochondrial processome subunit 2,G1
Tb927.10.9010,5891.0,1009.0,980.0,1125.0,1531.5,leucine-rich repeat protein (LRRP)  putative,<2C (LG1)
Tb927.10.9020,8827.5,5017.0,5771.0,5137.0,5014.5,Gcd10p family  putative,<2C (LG1)
Tb927.10.9025,612.5,260.0,795.0,628.0,213.0,hypothetical protein,S
Tb927.10.9030,4978.5,3313.0,4019.5,3796.5,3847.5,Mechanosensitive ion channel MscS  putative,<2C (LG1)
Tb927.10.9040,11500.0,11488.5,11455.0,11415.0,11428.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9050,9058.5,8305.5,8529.5,7710.0,8662.0,pseudouridine synthase TruD  putative,<2C (LG1)
Tb927.10.9060,6853.5,6186.0,6447.0,5816.0,5916.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9070,10194.5,10314.0,10638.0,10735.0,8188.0,hypothetical protein  conserved,G2M
Tb927.10.9080,9580.0,10706.5,10978.0,11063.0,10503.0,pteridine transporter  putative,G2M
Tb927.10.9090,10623.5,10289.5,10436.0,10295.5,9843.0,Cullin binding  putative,<2C (LG1)
Tb927.10.9100,612.5,4778.5,4057.0,4409.0,3271.5,hypothetical protein  conserved,G1
Tb927.10.9110,2682.0,3806.5,3452.0,3856.5,3169.5,hypothetical protein  conserved,G2M
Tb927.10.9120,1460.0,1240.5,1371.0,1526.5,2016.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.9130,9925.5,10646.0,10614.0,10850.0,10981.0,pre-mRNA splicing factor ATP-dependent RNA helicase  putative,>4C (GG2M)
Tb927.10.9140,6847.0,10112.0,9803.5,10279.5,9308.5,FAD dependent oxidoreductase  putative,G2M
Tb927.10.9150,4439.5,5205.5,5286.0,5079.0,6519.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.9160,2870.5,8127.5,8714.0,7728.0,6679.0,Cyclin 12  L-type,S
Tb927.10.9170,2574.5,1553.5,1489.0,773.0,1407.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9180,5286.0,2992.5,2112.5,2506.5,2351.0,PRA1 family protein  putative,<2C (LG1)
Tb10.NT.102,7834.5,2392.5,2275.0,2264.5,2495.0,Noncoding RNA  putative,<2C (LG1)
Tb927.10.9190,2956.5,279.5,233.5,273.5,797.5,isoleucyl-tRNA synthetase  putative,<2C (LG1)
Tb927.10.9200,11227.0,10989.5,11154.5,10949.5,10218.5,Nuclease-related domain containing protein  putative,<2C (LG1)
Tb927.10.9210,1988.0,6620.0,6253.5,6001.0,7098.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.9220,2840.5,4603.5,2961.0,3711.5,4560.5,hypothetical protein  conserved,G1
Tb927.10.9230,6137.0,8427.0,6893.0,6719.5,9801.5,beta adaptin  putative,>4C (GG2M)
Tb927.10.9240,1460.0,471.5,491.0,628.0,818.0,Tir chaperone protein (CesT) family  putative,<2C (LG1)
Tb927.10.9250,11043.0,6546.5,5187.5,5273.5,5983.0,adenylyl cyclase-associated protein  putative,<2C (LG1)
Tb927.10.9260,4225.5,6034.5,4758.5,5386.0,4306.0,hypothetical protein  conserved,G1
Tb927.10.9270,7503.5,2723.0,2564.5,2629.5,3199.5,emp24/gp25L/p24 family/GOLD  putative,<2C (LG1)
Tb927.10.9280,4642.5,3380.0,4139.5,3616.5,4022.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9290,612.5,3429.0,3033.5,3154.0,3413.5,Phosphoseryl-tRNA Kinase  putative,G1
Tb927.10.9300,3803.0,8279.5,8768.0,8704.5,6575.5,adiponectin receptor protein 1,S
Tb927.10.9310,1460.0,3344.5,3179.5,2603.0,2977.5,Haemolysin-III related  putative,G1
Tb927.10.9320,612.5,3476.5,3858.5,3168.0,6289.5,hypothetical protein  conserved,>4C (GG2M)
Tb10.NT.103,612.5,3150.0,3260.0,2988.5,3825.5,Noncoding RNA  putative,>4C (GG2M)
Tb927.10.9330,10764.5,8015.5,7342.5,8150.5,5725.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9340,2406.5,1690.5,1237.5,1261.0,1062.5,hypothetical protein,<2C (LG1)
Tb927.10.9350,2094.5,6776.5,8318.5,4908.0,2050.0,hypothetical protein  conserved,S
Tb927.10.9360,6137.0,9936.0,9637.0,9334.0,8784.5,L-2-hydroxyglutarate dehydrogenase  mitochondrial  putative,G1
Tb927.10.9370,11067.5,9030.5,8540.5,8990.5,5752.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9380,11435.0,10949.5,11082.0,11292.0,10779.5,SEP domain/UBX domain containing protein  putative,<2C (LG1)
Tb927.10.9390,9449.0,8066.0,7706.0,7204.5,7988.0,Macrocin-O-methyltransferase (TylF)  putative,<2C (LG1)
Tb927.10.9400,7977.5,6295.0,8185.0,9116.5,9122.0,splicing factor 1,>4C (GG2M)
Tb927.10.9410,1460.0,1574.5,2425.0,1833.5,3033.0,Selenophosphate synthetase 2,>4C (GG2M)
Tb927.10.9420,4685.0,7102.0,7158.0,7087.0,5258.0,mitochondrial chaperone BCS1  putative,S
Tb927.10.9430,6120.0,6852.0,3843.5,3441.0,2243.5,phosphoribosylpyrophosphate synthetase  putative,G1
Tb927.10.9440,6487.5,9026.5,8949.5,8110.0,8241.0,NADH dehydrogenase,G1
Tb927.10.9445,612.5,471.5,507.0,444.5,86.0,hypothetical protein,<2C (LG1)
Tb927.10.9450,612.5,2540.0,1783.0,2404.0,5854.0,invariant surface glycoprotein  putative,>4C (GG2M)
Tb927.10.9465,612.5,2638.5,2036.0,2746.5,1531.5,hypothetical protein,G2M
Tb927.10.9470,5496.0,5287.0,5135.0,4841.0,4928.5,expression site-associated gene 3 (ESAG3) protein  putative,<2C (LG1)
Tb927.10.9480,5519.0,6229.5,6460.5,6171.5,7573.0,expression site-associated gene 3 (ESAG3) protein  putative,>4C (GG2M)
Tb927.10.9490,1914.0,1823.0,2653.0,2456.5,2574.5,expression site-associated gene 3 (ESAG3)-like protein,S
Tb927.10.9500,2767.0,4227.0,4130.5,4808.0,3044.5,expression site-associated gene 3 (ESAG3) protein  putative,G2M
Tb927.10.9510,4170.0,3863.5,3503.0,3282.0,3825.5,hypothetical protein,<2C (LG1)
Tb927.10.9530,2221.0,8557.5,7350.0,7719.0,6712.0,hypothetical protein,G1
Tb927.10.9550,6264.0,1934.0,1757.0,1665.0,2402.0,hypothetical protein,<2C (LG1)
Tb927.10.9560,612.5,1018.0,427.0,974.5,637.0,oxidoreductase  putative,G1
Tb927.10.9570,11123.0,10299.5,10686.0,10881.5,11241.5,paraflagellar rod component  putative,>4C (GG2M)
Tb927.10.9590,9183.5,11102.0,11051.0,11026.0,10260.0,hypothetical protein  conserved,G1
Tb927.10.9600,4691.0,7770.5,6976.0,5273.5,8378.0,CMGC/DYRK protein kinase  putative,>4C (GG2M)
Tb927.10.9610,8300.0,5896.0,6142.0,5576.5,5861.5,hypothetical protein,<2C (LG1)
Tb927.10.9620,612.5,759.0,491.0,826.5,505.0,NADH-ubiquinone oxidoreductase c,G2M
Tb927.10.9630,612.5,40.5,233.5,182.5,397.5,hypothetical protein,<2C (LG1)
Tb927.10.9640,6828.0,5561.5,5598.0,4908.0,4145.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.9650,5127.5,3723.5,4653.0,5228.0,9811.5,Nucleoporin NUP152,>4C (GG2M)
Tb927.10.9660,11173.5,5166.0,4046.5,2311.0,3555.5,Splicing factor CRN  putative,<2C (LG1)
Tb927.10.9670,8497.0,9139.5,9066.5,8498.5,7534.5,ADP-ribosylation factor family  putative,G1
Tb927.10.9675,2523.0,3008.5,2586.5,1950.5,4860.0,hypothetical protein,>4C (GG2M)
Tb927.10.9680,5241.5,9843.5,9962.5,10057.0,9892.5,SET domain containing protein  putative,G2M
Tb927.10.9690,11539.0,11527.0,11484.0,11574.0,11349.0,predicted C2 domain protein,G2M
Tb927.10.9700,8632.5,10059.0,9153.5,9769.0,11540.0,Flagellum attachment zone protein 22,>4C (GG2M)
Tb927.10.9710,612.5,3467.5,2410.5,3408.0,7890.5,hypothetical protein,>4C (GG2M)
Tb927.10.9720,11564.0,10475.0,9637.0,10069.0,8590.5,RNA-editing-associated protein 1,<2C (LG1)
Tb927.10.9730,1460.0,2851.5,2961.0,2603.0,818.0,hypothetical protein  conserved,S
Tb927.10.9740,4040.0,4578.5,3850.0,4394.5,2029.5,Regulatory particle triple-A ATPase subunit 6,G1
Tb927.10.9750,10500.0,11169.0,10912.0,10766.5,10210.5,ubiquitin-protein ligase  putative,G1
Tb927.10.9760,8196.5,6352.5,6246.0,4894.5,2153.5,alternative oxidase,<2C (LG1)
Tb927.10.9770,5573.5,6062.5,6126.5,7859.5,11271.5,gamma-tubulin complex component 2,>4C (GG2M)
Tb927.10.9780,9969.5,10400.0,10201.0,9971.0,10377.0,ATP-dependent DEAD/H RNA helicase  putative,G1
Tb927.10.9790,612.5,2679.0,3157.0,2541.0,2427.0,hypothetical protein  conserved,S
Tb927.10.9800,3834.5,2409.5,3246.5,3185.0,2574.5,60S ribosomal protein L22,<2C (LG1)
Tb927.10.9810,1460.0,2687.5,2499.0,3356.0,3648.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.9820,7520.5,5971.0,7896.0,5489.0,5609.5,mitochondrial intermediate peptidase,S
Tb927.10.9830,9360.5,6344.0,7365.0,7906.5,6153.5,Mitochondrial ATP synthase subunit  putative,<2C (LG1)
Tb927.10.9840,9169.0,5822.5,5543.5,6452.5,6112.5,chaperone protein DnaJ  putative,<2C (LG1)
Tb927.10.9850,3770.5,7233.0,8494.0,7801.5,7834.0,amino acid transporter  putative,S
Tb927.10.9860,1783.5,3129.0,3101.5,3241.5,1789.5,Mitochondrial N(5)-glutamine methyltransferase MTQ1  putative,G2M
Tb927.10.9870,1460.0,5647.0,4586.5,5325.0,8125.0,Component of motile flagella 12,>4C (GG2M)
Tb927.10.9880,612.5,130.0,99.0,136.5,213.0,60S ribosomal protein L18  putative,<2C (LG1)
Tb927.10.9890,8957.5,9175.5,9981.0,9071.5,7392.0,hypothetical protein  conserved,S
Tb927.10.9900,4849.5,6058.0,7027.5,7220.0,6143.5,ABC1 protein  putative,G2M
Tb927.10.9910,10319.0,7474.5,9069.5,8619.0,8353.5,PSP1 C-terminal conserved region  putative,<2C (LG1)
Tb927.10.9920,3670.5,7996.5,8167.5,7245.0,6392.5,hypothetical protein  conserved,S
Tb927.10.9930,10167.5,9186.5,9259.0,8935.0,8226.0,PHD-zinc-finger like domain containing protein  putative,<2C (LG1)
Tb927.10.9940,6755.5,3194.0,2510.5,3463.5,5761.0,Predicted membrane protein  putative,<2C (LG1)
Tb927.10.9950,3534.0,8784.5,7490.0,8573.5,6890.0,hypothetical protein  conserved,G1
Tb927.10.9960,6867.0,6951.0,8152.5,7220.0,8690.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.9970,8516.5,11343.0,11322.0,11297.0,11134.5,hypothetical protein  conserved,G1
Tb927.10.9980,1460.0,3457.0,5479.0,3796.5,3861.0,hypothetical protein  conserved,S
Tb927.10.9990,8361.0,9103.5,8831.0,9826.5,10336.0,non-canonical purine NTP pyrophosphatase  RdgB/HAM1 family  putative,>4C (GG2M)
Tb927.10.10000,1783.5,5024.5,4783.5,3796.5,4617.5,hypothetical protein  conserved,G1
Tb927.10.10010,7570.0,4950.0,6556.0,4720.5,3693.0,mRNA turnover protein 4 homolog  putative,<2C (LG1)
Tb927.10.10020,6029.0,5378.0,6544.0,5295.5,5675.0,Rab5 GDP/GTP exchange factor (Rabex-5)  putative,S
Tb927.10.10030,6509.5,2731.0,3308.0,3367.5,5003.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10040,4574.0,5301.5,6695.5,6240.5,6314.0,hypothetical protein,S
Tb927.10.10050,4433.0,9877.5,8517.0,8948.5,7342.0,hypothetical protein  conserved,G1
Tb927.10.10070,7686.0,5273.0,5625.0,4841.0,6173.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10080,7956.0,4235.0,3767.5,3596.5,5702.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10090,11008.0,11073.0,10942.0,10449.5,10426.5,Component of motile flagella 14,G1
Tb927.10.10100,6198.5,9520.5,9625.5,9874.5,10602.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10110,2504.5,1448.0,1091.0,1187.5,2243.5,PIG-P  putative,<2C (LG1)
Tb927.10.10120,3638.0,7247.0,7082.5,7227.0,5064.5,hypothetical protein  conserved,G1
Tb927.10.10130,8880.0,6911.5,7131.5,6240.5,5916.5,RNA editing mediator complex protein 1,<2C (LG1)
Tb927.10.10140,9148.0,5280.5,5102.5,6129.0,7655.5,paraflagellar rod component  putative,<2C (LG1)
Tb927.10.10150,8969.0,10338.5,9454.0,10024.0,10965.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10160,8344.0,9069.5,8989.0,9637.0,8449.0,Kinetoplast polyadenylation factor 4,G2M
Tb927.10.10170,7766.0,10017.0,9737.5,9935.0,10095.5,pre-mRNA splicing factor 46  putative,>4C (GG2M)
Tb927.10.10180,8415.5,2319.0,3039.5,2999.5,3566.5,Miro-like protein  putative,<2C (LG1)
Tb927.10.10190,8510.5,10440.0,10820.5,10647.5,10642.0,Leucine-rich repeat domain containing protein,S
Tb927.10.10200,10944.0,9220.5,8863.5,8885.0,9013.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10210,10812.5,10149.5,10355.0,10736.5,10332.5,procyclin-associated gene 4 (PAG4) protein,<2C (LG1)
Tb927.10.10220,8638.0,6494.5,7124.5,7662.5,8838.5,procyclin-associated gene 2 (PAG2) protein,>4C (GG2M)
Tb927.10.10230,612.5,4199.5,3940.5,4318.0,5311.0,procyclin-associated gene 5 (PAG5) protein,>4C (GG2M)
Tb927.10.10240,7926.5,10462.5,10094.5,10010.5,10477.0,procyclin-associated gene 1 (PAG1) protein,>4C (GG2M)
Tb927.10.10250,5826.0,6992.5,7177.0,6434.5,6596.5,EP2 procyclin,S
Tb927.10.10260,9681.0,10534.5,10512.5,10729.0,10291.5,EP1 procyclin,G2M
Tb927.10.10270,7327.0,7776.0,8081.5,7455.0,8137.0,hypothetical protein,>4C (GG2M)
Tb927.10.10280,10684.0,11504.0,11568.0,11429.0,11519.0,microtubule-associated protein  putative,S
Tb927.10.10290,4205.0,5974.5,6041.0,5517.5,6743.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10300,9641.0,9124.0,8441.0,9653.5,9275.0,hypothetical protein  conserved,G2M
Tb927.10.10310,10830.0,9305.5,9721.0,9346.0,7918.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10320,612.5,3060.0,2764.5,3752.5,2720.5,dynein light chain Tctex-type  putative,G2M
Tb927.10.10330,8183.5,6066.5,7354.5,8110.0,9637.5,Anaphase-promoting complex subunit CDC27,>4C (GG2M)
Tb927.10.10340,4333.5,4251.5,6114.0,5273.5,6472.5,structural maintenance of chromosome 2  putative,>4C (GG2M)
Tb927.10.10350,9411.0,9317.5,8683.0,7710.0,9328.0,STE/STE11 serine/threonine-protein kinase  putative,<2C (LG1)
Tb927.10.10360,10158.0,10694.0,11158.5,10605.0,10470.0,Microtubule-associated repetitive protein,S
Tb927.10.10370,3856.5,6066.5,6172.5,5775.5,7219.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10380,7496.0,8219.0,8676.5,7434.0,9579.5,ATP-dependent DEAD/H RNA helicase  putative,>4C (GG2M)
Tb927.10.10390,7507.5,6247.5,8034.0,6267.5,8221.5,trypanothione reductase,>4C (GG2M)
Tb927.10.10400,4751.0,3863.5,3832.5,6056.0,5420.5,Mitochondrial ribosomal protein S11,G2M
Tb927.10.10410,3394.0,4726.0,4653.0,1911.5,1622.5,DNA replication licensing factor MCM8  putative,G1
Tb927.10.10420,612.5,3447.0,2939.0,3241.5,4429.0,monothiol glutaredoxin  putative,>4C (GG2M)
Tb927.10.10430,1783.5,3687.0,3642.0,3577.5,3086.0,hypothetical protein  conserved,G1
Tb927.10.10440,5298.5,4331.5,4348.0,4267.0,3248.5,mitochondrial carrier protein,<2C (LG1)
Tb927.10.10445,3120.5,358.0,532.5,628.0,672.0,Core histone H2A/H2B/H3/H4  putative,<2C (LG1)
Tb927.10.10460,3095.0,1506.5,2207.0,1899.5,1078.0,histone H2B  putative,<2C (LG1)
Tb927.10.10470,2552.0,811.0,685.0,1654.0,1660.5,histone H2B  putative,<2C (LG1)
Tb927.10.10480,2574.5,626.0,893.0,849.0,915.0,histone H2B  putative,<2C (LG1)
Tb927.10.10490,2920.5,855.5,925.0,1228.0,1141.0,histone H2B  putative,<2C (LG1)
Tb927.10.10500,2682.0,1009.0,1361.0,1642.5,1338.5,histone H2B  putative,<2C (LG1)
Tb927.10.10510,3272.0,1231.0,1721.5,1441.0,1325.5,histone H2B  putative,<2C (LG1)
Tb927.10.10520,3120.5,1697.0,2541.5,2554.0,1489.0,histone H2B  putative,<2C (LG1)
Tb927.10.10530,3120.5,1201.5,1700.5,1430.0,1062.5,histone H2B  putative,<2C (LG1)
Tb927.10.10540,2180.0,235.5,391.5,444.5,397.5,histone H2B  putative,<2C (LG1)
Tb927.10.10550,3191.0,988.5,1091.0,1403.5,1027.5,histone H2B  putative,<2C (LG1)
Tb927.10.10560,2180.0,279.5,491.0,501.5,486.0,histone H2B  putative,<2C (LG1)
Tb927.10.10570,3155.0,944.0,1237.5,1299.0,797.5,histone H2B  putative,<2C (LG1)
Tb927.10.10580,2840.5,1448.0,1650.0,1833.5,1099.0,histone H2B  putative,<2C (LG1)
Tb927.10.10590,2913.0,747.5,966.5,1003.0,915.0,histone H2B  putative,<2C (LG1)
Tb927.10.10600,3041.5,1506.5,2238.0,2134.5,4244.5,ARP2/3 complex 16kDa subunit  putative,>4C (GG2M)
Tb927.10.10610,612.5,4823.5,5270.0,5824.5,5379.5,protein tyrosine phosphatase  putative,G2M
Tb927.10.10620,9649.0,8533.0,8540.5,7416.5,9242.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10630,3914.0,5287.0,5744.0,7301.0,3375.0,hypothetical protein  conserved,G2M
Tb927.10.10640,5886.0,2392.5,1679.0,1585.5,2389.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10650,10089.0,9713.0,9846.5,9885.5,10128.0,cytosolic Fe-S cluster assembly factor NAR1  putative,>4C (GG2M)
Tb927.10.10670,6227.5,8043.0,7291.0,6441.0,4391.0,kinetoplastid-specific dual specificity phosphatase  putative,G1
Tb927.10.10680,8269.5,4895.5,5070.5,5069.5,6104.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.10690,612.5,1619.0,1446.0,2184.5,1758.0,CEP19-like protein  putative,G2M
Tb927.10.10700,5218.0,3723.5,3148.0,2697.5,4128.5,splicing factor Prp31,<2C (LG1)
Tb927.10.10710,9886.0,9810.5,9717.0,10155.5,10299.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10720,9507.5,10334.5,10554.0,10474.0,8445.0,Tetraspanin family  putative,S
Tb927.10.10730,11307.0,11231.0,11186.0,10995.0,10570.5,RNA Interference Factor 5,<2C (LG1)
Tb927.10.10740,3510.0,6897.0,3668.5,4070.5,2065.0,hypothetical protein  conserved,G1
Tb927.10.10750,8641.0,11042.0,10847.0,10865.0,10326.5,metallo-peptidase  Clan MC  Family M14  putative,G1
Tb927.10.10770,11213.5,6373.5,8714.0,7384.5,9500.0,Generative cell specific 1 protein  putative,<2C (LG1)
Tb927.10.10780,612.5,787.5,562.5,610.5,994.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10790,1914.0,1034.0,907.5,1585.5,978.0,hypothetical protein,<2C (LG1)
Tb927.10.10800,7650.0,7092.0,6708.5,7078.5,5813.0,palmitoyl acyltransferase 2  putative,<2C (LG1)
Tb927.10.10810,1460.0,7297.5,7844.5,7692.0,8020.0,adenosine deaminase-like protein,>4C (GG2M)
Tb927.10.10820,612.5,3596.0,3487.0,3029.0,4664.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.10830,5891.0,5384.5,5808.0,5375.0,6123.0,RGG-containing protein 2,>4C (GG2M)
Tb927.10.10840,1783.5,6073.0,6550.5,6501.0,6984.0,Enriched in surface-labeled proteome protein 15,>4C (GG2M)
Tb927.10.10850,4501.0,9009.0,9047.0,9430.5,8955.0,Protein argonaute-1,G2M
Tb10_tRNA_Asn_1:tRNA,5667.0,2350.5,3167.0,2440.0,1422.0,tRNA Asparagine,<2C (LG1)
Tb10_tRNA_Ala_1:tRNA,3303.5,1466.5,1938.0,1626.0,1744.5,tRNA Alanine,<2C (LG1)
Tb10_tRNA_Arg_1:tRNA,2295.5,1482.5,685.0,907.5,853.0,tRNA Arginine,<2C (LG1)
Tb10_tRNA_Lys_1:tRNA,612.5,1344.0,1091.0,1154.5,1472.0,tRNA Lysine,>4C (GG2M)
Tb10_tRNA_Arg_2:tRNA,612.5,2118.0,1799.0,1805.5,1608.0,tRNA Arginine,G1
Tb927.10.10870,9739.5,4503.0,4372.0,4004.5,5470.5,CMGC family protein kinase  putative,<2C (LG1)
Tb927.10.10880,5673.0,4937.5,5429.5,3805.5,2550.0,ATP-binding cassette sub-family F member 1  putative,<2C (LG1)
Tb927.10.10890,4048.0,3979.0,2750.5,4686.5,4903.0,heat shock protein  putative,>4C (GG2M)
Tb927.10.10900,4972.0,3819.0,2593.5,4711.5,5199.0,heat shock protein  putative,>4C (GG2M)
Tb927.10.10910,3987.5,3499.5,2894.5,4542.0,4783.5,heat shock protein  putative,>4C (GG2M)
Tb927.10.10920,5965.0,4950.0,3649.5,6774.5,6183.0,heat shock protein  putative,G2M
Tb927.10.10930,3295.0,3097.0,2425.0,3677.0,3760.5,heat shock protein  putative,>4C (GG2M)
Tb927.10.10940,3848.5,3632.0,2425.0,4862.5,4737.0,heat shock protein  putative,G2M
Tb927.10.10950,3314.5,3552.0,2488.5,4612.5,4635.5,heat shock protein  putative,>4C (GG2M)
Tb927.10.10960,4057.5,3542.5,2522.5,4205.5,5174.5,heat shock protein  putative,>4C (GG2M)
Tb927.10.10970,4002.5,3361.0,2564.5,4381.0,4276.5,heat shock protein  putative,G2M
Tb927.10.10980,3785.5,3313.0,2564.5,4318.0,4199.0,heat shock protein 90  putative,G2M
Tb927.10.10990,4930.5,4996.5,6152.5,6892.0,8297.5,predicted WD40 repeat protein,>4C (GG2M)
Tb927.10.11000,6984.5,3211.5,3952.0,3013.0,3494.0,hypothetical protein  conserved,<2C (LG1)
Tb927.10.11010,10015.5,5634.0,5298.0,6138.0,4377.5,hypothetical protein  conserved,<2C (LG1)
Tb927.10.11020,7224.0,8127.5,7840.0,6647.5,7268.5,DNA mismatch repair protein MSH2  putative,G1
Tb927.10.11030,4887.0,6615.5,6192.0,6340.0,5161.0,Archaic translocase of outer membrane 11 kDa subunit,G1
Tb927.10.11040,8073.0,10686.5,10795.0,10680.0,10287.0,hypothetical protein  conserved,S
Tb927.10.11050,10255.5,6193.5,6417.0,5419.5,4508.5,LSU ribosomal protein  mitochondrial  putative,<2C (LG1)
Tb927.10.11060,612.5,2214.5,2621.5,1993.5,2631.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.10.11070,6834.0,7795.5,7644.0,8056.0,3847.5,hypothetical protein  conserved,G2M
Tb927.10.11080,5744.0,10930.0,11064.0,11045.5,11391.0,paraflagellar rod protein,>4C (GG2M)
Tb927.10.11090,6811.0,7348.0,6000.0,5962.0,5411.5,hypothetical protein  conserved,G1
